Total No. of APs,1365
Box no.,Total APs
0,121
MAC,Persistence,Dates Seen
f0:98:38:f9:14:28,10,"03/14/2018, 03/22/2018, 04/03/2018, 04/05/2018,"
ac:86:74:4a:09:52,13,"03/14/2018, 03/22/2018, 04/02/2018, 04/03/2018, 04/05/2018,"
cc:06:77:6f:30:40,11,"03/14/2018, 03/22/2018, 04/03/2018, 04/05/2018,"
ac:86:74:4a:09:53,13,"03/14/2018, 03/22/2018, 04/02/2018, 04/03/2018, 04/05/2018,"
cc:06:77:60:3e:98,7,"03/14/2018, 04/03/2018, 04/05/2018,"
ac:86:74:4a:09:57,12,"03/14/2018, 03/22/2018, 04/02/2018, 04/03/2018, 04/05/2018,"
30:b5:c2:b5:33:12,1,"03/22/2018,"
5c:6a:80:1a:25:c6,16,"03/22/2018, 04/02/2018, 04/03/2018, 04/05/2018,"
e4:6f:13:68:9a:b4,7,"03/22/2018, 04/05/2018, 04/03/2018,"
90:61:0c:37:67:ff,1,"03/22/2018,"
3e:91:48:9d:25:95,2,"03/22/2018,"
8c:68:c8:c0:0f:ae,21,"03/22/2018, 04/02/2018, 04/03/2018, 04/05/2018,"
ae:5f:3e:57:4c:f4,6,"03/22/2018, 04/05/2018, 04/03/2018,"
e0:8e:3c:2d:fa:d5,18,"03/22/2018, 04/02/2018, 04/03/2018, 04/05/2018,"
74:cc:39:bb:7e:50,10,"03/22/2018, 04/03/2018, 04/05/2018,"
ac:f9:70:ec:2d:e0,14,"03/22/2018, 04/02/2018, 04/03/2018, 04/05/2018,"
52:77:05:4d:a8:b9,1,"03/22/2018,"
cc:06:77:61:f6:08,1,"03/22/2018,"
ae:5f:3e:5f:8e:c9,1,"03/22/2018,"
bc:c0:0f:7b:c2:08,10,"04/02/2018, 04/03/2018, 04/05/2018,"
b2:72:bf:55:cf:be,1,"04/02/2018,"
34:8a:7b:39:42:c2,1,"04/02/2018,"
cc:06:77:6e:cd:90,11,"04/02/2018, 04/03/2018, 04/05/2018,"
b2:8d:6c:bd:7b:a9,1,"04/03/2018,"
f0:98:38:a0:02:64,1,"04/03/2018,"
f0:98:38:3e:1f:34,4,"04/03/2018, 04/05/2018,"
00:13:33:ea:7b:20,2,"04/03/2018, 04/05/2018,"
50:04:b8:2f:d2:be,1,"04/03/2018,"
94:46:96:18:f4:c9,1,"04/03/2018,"
cc:1a:fa:97:cf:b8,7,"04/03/2018, 04/05/2018,"
cc:06:77:e1:1f:90,1,"04/03/2018,"
88:d2:74:86:c0:a5,3,"04/03/2018, 04/05/2018,"
c0:56:27:90:c5:57,6,"04/03/2018, 04/05/2018,"
c0:56:27:a9:cf:1d,7,"04/03/2018, 04/05/2018,"
ba:4e:26:4c:0e:e3,6,"04/03/2018, 04/05/2018,"
00:13:33:e1:c9:15,7,"04/03/2018, 04/05/2018,"
e0:8e:3c:21:45:ff,7,"04/03/2018, 04/05/2018,"
dc:09:4c:14:29:cf,9,"04/03/2018, 04/05/2018,"
b6:4e:26:4c:0e:e3,7,"04/03/2018, 04/05/2018,"
00:13:33:dc:91:af,4,"04/03/2018, 04/05/2018,"
ba:4e:26:4c:12:53,6,"04/03/2018, 04/05/2018,"
00:13:33:c0:57:33,4,"04/03/2018, 04/05/2018,"
b0:4e:26:4c:12:53,7,"04/03/2018, 04/05/2018,"
b6:4e:26:4c:0f:dd,6,"04/03/2018, 04/05/2018,"
ba:4e:26:4c:0f:dd,6,"04/03/2018, 04/05/2018,"
5c:54:6d:43:5b:10,6,"04/03/2018, 04/05/2018,"
14:b7:f8:0b:38:33,3,"04/03/2018,"
cc:06:77:6e:cf:08,6,"04/03/2018, 04/05/2018,"
b6:4e:26:4c:12:53,6,"04/03/2018, 04/05/2018,"
b0:4e:26:4c:0e:e3,4,"04/03/2018, 04/05/2018,"
b0:4e:26:4c:0f:dd,4,"04/03/2018, 04/05/2018,"
00:13:33:e1:63:df,4,"04/03/2018, 04/05/2018,"
f4:e3:fb:de:fb:cd,1,"04/03/2018,"
cc:06:77:62:c4:a8,1,"04/03/2018,"
48:00:33:62:97:e9,2,"04/03/2018, 04/05/2018,"
08:10:74:61:0e:4a,1,"04/05/2018,"
cc:06:77:70:3f:30,1,"04/05/2018,"
14:9f:3c:70:cd:8f,1,"04/05/2018,"
84:9f:b5:3e:81:8c,1,"04/05/2018,"
8e:f5:a3:f5:79:b5,1,"04/05/2018,"
3c:f7:a4:ed:91:cb,2,"04/05/2018,"
5c:f2:86:25:c5:5e,3,"04/05/2018,"
44:33:bc:d0:90:ec,1,"04/05/2018,"
f2:c5:f3:ba:25:30,5,"04/05/2018,"
70:28:8b:83:bd:02,1,"04/05/2018,"
98:de:d0:cc:d4:72,1,"04/05/2018,"
26:18:1d:00:57:61,1,"04/05/2018,"
6c:27:79:b5:5b:9a,1,"04/05/2018,"
cc:06:77:5e:c9:b0,3,"04/05/2018,"
00:13:33:ea:7b:21,2,"04/05/2018,"
e8:50:8b:d2:83:a2,3,"04/05/2018,"
22:cd:fe:bf:10:1d,2,"04/05/2018,"
e0:8e:3c:16:58:8d,1,"04/05/2018,"
60:83:34:dd:b5:51,1,"04/05/2018,"
62:fe:1e:c1:98:0c,1,"04/05/2018,"
48:00:33:a7:e7:a1,1,"04/05/2018,"
32:07:4d:7d:86:71,1,"04/05/2018,"
70:5a:9e:92:6f:f4,2,"04/05/2018,"
70:8b:cd:b2:7b:60,1,"04/05/2018,"
72:70:0d:b4:56:72,1,"04/05/2018,"
ec:8c:a2:30:ff:28,1,"04/05/2018,"
c0:21:0d:b3:51:50,1,"04/05/2018,"
dc:09:4c:9a:74:29,1,"04/05/2018,"
32:f7:72:11:a1:c0,1,"04/05/2018,"
00:18:4d:95:5d:b0,1,"04/05/2018,"
e4:7d:eb:03:22:2c,1,"04/05/2018,"
94:a7:b7:26:4d:f6,1,"04/05/2018,"
8c:34:fd:42:2c:5d,1,"04/05/2018,"
74:cc:39:ca:35:38,1,"04/05/2018,"
70:5a:0f:58:c6:f9,1,"04/05/2018,"
20:a6:80:cf:9c:d7,1,"04/05/2018,"
""
Box no.,Total APs
25,66
MAC,Persistence,Dates Seen
cc:06:77:6f:30:40,7,"03/14/2018, 03/22/2018, 04/03/2018, 04/05/2018,"
ac:86:74:4a:09:57,1,"03/14/2018,"
c0:56:27:a9:cf:1d,6,"03/14/2018, 04/02/2018, 04/03/2018, 04/05/2018,"
ac:86:74:4a:09:53,3,"03/14/2018, 04/03/2018,"
cc:06:77:60:3e:98,3,"03/14/2018, 04/03/2018,"
ac:86:74:4a:09:52,4,"03/14/2018, 03/22/2018, 04/03/2018,"
cc:06:77:61:f6:08,1,"03/14/2018,"
8c:4c:ad:01:5d:10,1,"03/14/2018,"
ac:f9:70:ec:2d:e0,4,"03/22/2018, 04/02/2018, 04/05/2018,"
52:77:05:4d:a8:b9,1,"03/22/2018,"
ae:5f:3e:5f:8e:c9,1,"03/22/2018,"
cc:1a:fa:97:cf:b8,3,"04/02/2018, 04/03/2018, 04/05/2018,"
88:d2:74:86:c0:a5,3,"04/02/2018, 04/03/2018, 04/05/2018,"
b6:4e:26:4c:0e:e3,4,"04/02/2018, 04/03/2018, 04/05/2018,"
ba:4e:26:4c:0e:e3,2,"04/02/2018, 04/05/2018,"
b0:4e:26:4c:0e:e3,3,"04/02/2018, 04/03/2018, 04/05/2018,"
b6:4e:26:4c:12:53,4,"04/02/2018, 04/03/2018, 04/05/2018,"
ba:4e:26:4c:12:53,4,"04/02/2018, 04/03/2018, 04/05/2018,"
c0:56:27:90:c5:57,3,"04/02/2018, 04/03/2018, 04/05/2018,"
b0:4e:26:4c:12:53,5,"04/02/2018, 04/03/2018, 04/05/2018,"
00:13:33:dc:91:af,5,"04/02/2018, 04/03/2018, 04/05/2018,"
28:10:7b:f1:02:bc,1,"04/02/2018,"
06:16:16:12:63:38,1,"04/02/2018,"
bc:c0:0f:cb:0d:88,1,"04/02/2018,"
b8:08:d7:c1:2e:ce,1,"04/02/2018,"
f4:9e:ef:d0:b7:bc,1,"04/02/2018,"
8c:4c:ad:01:f8:d6,1,"04/02/2018,"
b0:c1:9e:30:5e:25,1,"04/02/2018,"
00:13:33:e3:b0:3b,1,"04/02/2018,"
00:13:33:ea:87:f5,1,"04/02/2018,"
00:13:33:c6:d0:da,1,"04/02/2018,"
90:61:0c:2e:d5:16,1,"04/02/2018,"
9c:6f:52:35:10:66,1,"04/02/2018,"
bc:c0:0f:7b:c2:08,2,"04/03/2018,"
ae:5f:3e:57:4c:f4,1,"04/03/2018,"
f0:98:38:f9:14:28,3,"04/03/2018, 04/05/2018,"
cc:06:77:6e:cf:08,1,"04/03/2018,"
74:cc:39:bb:7e:50,1,"04/03/2018,"
74:cc:39:bb:51:38,2,"04/03/2018, 04/05/2018,"
b6:4e:26:4c:0f:dd,2,"04/03/2018, 04/05/2018,"
ba:4e:26:4c:0f:dd,1,"04/03/2018,"
e0:8e:3c:21:45:ff,4,"04/03/2018, 04/05/2018,"
5c:6a:80:1a:25:c6,5,"04/03/2018, 04/05/2018,"
00:13:33:e1:c9:15,2,"04/03/2018, 04/05/2018,"
dc:09:4c:14:29:cf,3,"04/03/2018, 04/05/2018,"
00:13:33:e8:f8:31,1,"04/03/2018,"
00:13:33:c0:57:33,3,"04/03/2018, 04/05/2018,"
cc:06:77:22:fb:60,1,"04/03/2018,"
70:5a:9e:92:6f:f4,1,"04/03/2018,"
8c:68:c8:c0:0f:ae,5,"04/03/2018, 04/05/2018,"
cc:06:77:e1:1f:90,2,"04/03/2018, 04/05/2018,"
9c:6f:52:34:ff:b7,2,"04/03/2018, 04/05/2018,"
94:46:96:18:f4:c9,1,"04/03/2018,"
9c:6f:52:34:ff:b9,1,"04/03/2018,"
9c:6f:52:34:ff:b6,2,"04/03/2018,"
e0:8e:3c:2d:fa:d5,2,"04/03/2018, 04/05/2018,"
e0:8e:3c:21:d1:67,1,"04/03/2018,"
18:de:d7:34:4c:cc,1,"04/03/2018,"
ec:9b:f3:61:a9:2f,1,"04/03/2018,"
8e:79:67:5a:23:93,1,"04/05/2018,"
74:cc:39:bb:51:60,1,"04/05/2018,"
e4:6f:13:68:9a:b4,1,"04/05/2018,"
6c:27:79:b5:5b:9a,2,"04/05/2018,"
00:13:33:e1:63:df,1,"04/05/2018,"
e4:7d:eb:03:22:2c,1,"04/05/2018,"
5c:54:6d:43:5b:10,1,"04/05/2018,"
""
Box no.,Total APs
26,10
MAC,Persistence,Dates Seen
00:24:01:b8:d1:9d,1,"04/05/2018,"
cc:06:77:60:3e:98,1,"04/05/2018,"
b8:08:d7:c1:2e:ce,1,"04/05/2018,"
0e:41:58:00:9f:ef,1,"04/05/2018,"
00:13:33:e3:b0:3b,1,"04/05/2018,"
00:13:33:ea:87:f5,1,"04/05/2018,"
b6:4e:26:4c:12:53,1,"04/05/2018,"
b0:4e:26:4c:0e:e3,1,"04/05/2018,"
9c:6f:52:35:10:66,1,"04/05/2018,"
e0:8e:3c:22:1c:23,1,"04/05/2018,"
""
Box no.,Total APs
27,42
MAC,Persistence,Dates Seen
48:00:33:fc:49:f3,3,"03/22/2018, 04/02/2018,"
70:5a:9e:da:5e:65,1,"03/22/2018,"
00:13:33:ef:dd:be,2,"03/22/2018,"
fc:8b:97:27:88:8b,2,"03/22/2018,"
bc:c0:0f:7b:54:48,1,"03/22/2018,"
00:13:33:ef:dd:bf,2,"03/22/2018,"
00:11:22:10:cf:6c,1,"03/22/2018,"
90:61:0c:16:73:f9,1,"03/22/2018,"
c0:56:27:d3:db:d1,3,"03/22/2018, 04/02/2018,"
c2:56:27:d3:db:d2,3,"03/22/2018, 04/02/2018,"
b0:5a:da:74:00:d0,2,"03/22/2018,"
fc:b4:e6:a9:13:b8,3,"03/22/2018, 04/02/2018,"
64:d1:54:6a:09:63,2,"03/22/2018, 04/02/2018,"
bc:c0:0f:7b:74:00,2,"03/22/2018,"
90:61:0c:3e:f8:8a,3,"03/22/2018, 04/02/2018,"
b4:2a:0e:29:f1:8e,3,"03/22/2018, 04/02/2018,"
00:13:33:fb:46:7e,1,"03/22/2018,"
bc:c0:0f:bf:25:30,2,"03/22/2018, 04/02/2018,"
e0:8e:3c:2f:3e:6d,3,"03/22/2018, 04/02/2018,"
18:a6:f7:27:bc:cc,2,"03/22/2018, 04/02/2018,"
fc:b4:e6:a8:fc:09,2,"03/22/2018, 04/02/2018,"
92:cd:b6:26:1e:c4,1,"03/22/2018,"
88:d2:74:86:bf:9c,1,"03/22/2018,"
4c:f9:5d:85:a7:d0,1,"03/22/2018,"
bc:c0:0f:1e:d4:08,3,"03/22/2018, 04/02/2018,"
cc:06:77:75:fd:b0,3,"03/22/2018, 04/02/2018,"
90:61:0c:35:71:f1,1,"03/22/2018,"
94:46:96:19:19:ae,2,"03/22/2018, 04/02/2018,"
b8:55:10:2b:0d:5c,1,"03/22/2018,"
f0:98:38:a0:2d:c4,2,"03/22/2018, 04/02/2018,"
5c:54:6d:43:78:9c,1,"03/22/2018,"
1e:74:0d:02:42:c0,1,"03/22/2018,"
54:be:f7:3e:53:5f,1,"04/02/2018,"
f4:9e:ef:a0:cf:20,2,"04/02/2018,"
60:38:e0:3b:bc:72,2,"04/02/2018,"
94:46:96:19:2a:e3,1,"04/02/2018,"
34:ba:9a:4f:ff:fc,1,"04/02/2018,"
58:70:c6:f7:94:ad,1,"04/02/2018,"
28:ff:3e:3d:dd:31,1,"04/02/2018,"
08:10:74:62:0f:1e,1,"04/02/2018,"
f0:98:38:07:74:6c,1,"04/02/2018,"
50:a7:2b:cd:65:52,1,"04/02/2018,"
""
Box no.,Total APs
28,0
MAC,Persistence,Dates Seen
""
Box no.,Total APs
29,30
MAC,Persistence,Dates Seen
90:61:0c:2c:b3:82,1,"04/05/2018,"
90:61:0c:11:8d:26,1,"04/05/2018,"
7c:11:cb:6e:fe:af,1,"04/05/2018,"
68:7f:74:d2:13:7e,1,"04/05/2018,"
00:90:a9:10:93:eb,1,"04/05/2018,"
88:3f:d3:06:4e:d0,2,"04/05/2018, 04/10/2018,"
fc:8b:97:ec:1f:30,1,"04/05/2018,"
90:61:0c:37:67:ee,1,"04/05/2018,"
00:02:6f:a8:9d:ec,1,"04/05/2018,"
00:90:a9:0e:55:0b,1,"04/05/2018,"
00:13:33:e8:fd:31,1,"04/05/2018,"
48:00:33:62:34:51,2,"04/05/2018, 04/10/2018,"
4c:f9:5d:85:a1:d4,1,"04/10/2018,"
18:a3:e8:1e:a2:10,1,"04/10/2018,"
bc:c0:0f:7b:d7:08,1,"04/10/2018,"
38:d8:2f:2b:f5:ec,1,"04/10/2018,"
94:a7:b7:3c:ff:ff,1,"04/10/2018,"
ec:08:6b:4f:57:ad,1,"04/10/2018,"
14:b7:f8:0b:44:97,1,"04/10/2018,"
50:09:59:85:97:e9,1,"04/10/2018,"
94:44:52:c2:20:9b,1,"04/10/2018,"
d0:b2:c4:46:9b:7f,1,"04/10/2018,"
10:bf:48:b2:90:9c,1,"04/10/2018,"
36:57:60:ae:92:08,1,"04/10/2018,"
50:c7:bf:34:32:cc,1,"04/10/2018,"
00:13:33:ef:df:94,1,"04/10/2018,"
e0:8e:3c:2a:07:e0,1,"04/10/2018,"
62:6d:c7:38:ca:25,1,"04/10/2018,"
bc:c0:0f:20:1b:00,1,"04/10/2018,"
e8:de:27:ca:84:28,1,"04/10/2018,"
""
Box no.,Total APs
30,58
MAC,Persistence,Dates Seen
68:7f:74:d2:13:7e,2,"04/05/2018, 04/10/2018,"
fc:8b:97:ec:1f:30,3,"04/05/2018, 04/10/2018,"
48:00:33:62:34:51,3,"04/05/2018, 04/10/2018,"
00:90:a9:10:93:eb,2,"04/05/2018, 04/10/2018,"
90:61:0c:11:8d:26,3,"04/05/2018, 04/10/2018,"
7c:11:cb:6e:fe:af,2,"04/05/2018, 04/10/2018,"
00:13:33:e8:fd:31,4,"04/05/2018, 04/10/2018,"
00:02:6f:a8:9d:ec,4,"04/05/2018, 04/10/2018,"
14:b7:f8:0b:44:97,3,"04/05/2018, 04/10/2018,"
ec:8c:a2:30:ff:28,1,"04/05/2018,"
94:a7:b7:26:48:d0,4,"04/05/2018, 04/10/2018,"
00:0e:c6:01:96:41,1,"04/05/2018,"
14:b7:f8:64:5d:e0,1,"04/05/2018,"
94:a7:b7:3c:ff:ff,1,"04/05/2018,"
00:0c:43:30:50:08,1,"04/05/2018,"
50:09:59:85:97:e9,2,"04/05/2018, 04/10/2018,"
10:bf:48:b2:90:9c,3,"04/05/2018, 04/10/2018,"
14:b7:f8:64:23:4f,1,"04/05/2018,"
50:c7:bf:7a:fc:16,1,"04/05/2018,"
a0:f3:c1:fb:66:dc,3,"04/05/2018, 04/10/2018,"
94:a7:b7:3c:f7:ee,3,"04/05/2018, 04/10/2018,"
00:13:33:ea:7b:20,1,"04/05/2018,"
00:90:a9:10:89:7b,1,"04/05/2018,"
18:a3:e8:1e:a2:10,5,"04/05/2018, 04/10/2018,"
00:13:33:ea:7b:21,1,"04/05/2018,"
00:90:a9:10:89:7c,1,"04/05/2018,"
94:44:52:c2:20:9b,3,"04/05/2018, 04/10/2018,"
e8:93:09:86:9d:cd,1,"04/05/2018,"
36:68:95:5d:fc:62,1,"04/05/2018,"
cc:50:0a:5f:eb:00,5,"04/05/2018, 04/10/2018,"
f0:98:38:f9:59:58,1,"04/05/2018,"
bc:c0:0f:7b:d2:e0,1,"04/05/2018,"
f0:98:38:72:b5:48,1,"04/05/2018,"
88:d2:74:86:bf:9c,2,"04/10/2018,"
ee:1a:59:b4:42:19,1,"04/10/2018,"
36:69:87:5e:57:43,1,"04/10/2018,"
ec:08:6b:4f:57:ad,1,"04/10/2018,"
50:c7:bf:34:32:cc,1,"04/10/2018,"
5c:54:6d:43:96:90,2,"04/10/2018,"
d8:fe:e3:73:8d:22,1,"04/10/2018,"
ba:4e:26:4c:12:53,1,"04/10/2018,"
b6:4e:26:4c:12:53,1,"04/10/2018,"
b0:4e:26:4c:12:53,1,"04/10/2018,"
bc:c0:0f:7b:a9:28,1,"04/10/2018,"
70:5a:9e:41:1f:16,3,"04/10/2018,"
14:b7:f8:0b:b5:ff,1,"04/10/2018,"
78:c1:a7:02:90:f8,3,"04/10/2018,"
14:1f:78:c3:c9:56,3,"04/10/2018,"
00:90:a9:0e:55:0b,1,"04/10/2018,"
94:a7:b7:26:6c:32,1,"04/10/2018,"
e0:8e:3c:21:f6:a7,1,"04/10/2018,"
bc:c0:0f:7b:b5:b8,2,"04/10/2018,"
c4:ff:1f:57:8c:b4,1,"04/10/2018,"
bc:c0:0f:7b:d7:08,1,"04/10/2018,"
4c:f9:5d:85:a1:d4,1,"04/10/2018,"
88:3f:d3:06:4e:d0,1,"04/10/2018,"
c0:56:27:90:c5:57,2,"04/10/2018,"
90:61:0c:37:67:ee,2,"04/10/2018,"
""
Box no.,Total APs
31,29
MAC,Persistence,Dates Seen
00:23:cd:c6:1d:74,2,"04/10/2018,"
60:5b:b4:52:a2:09,1,"04/10/2018,"
cc:50:0a:5f:eb:00,2,"04/10/2018,"
00:23:69:4f:cb:05,1,"04/10/2018,"
74:cc:39:ba:a8:f0,2,"04/10/2018,"
88:41:fc:d2:3d:14,1,"04/10/2018,"
94:87:7c:b6:ce:e0,1,"04/10/2018,"
94:46:96:16:11:b9,1,"04/10/2018,"
74:cc:39:cb:0e:40,1,"04/10/2018,"
00:13:33:f0:77:01,2,"04/10/2018,"
bc:c0:0f:7b:a9:28,1,"04/10/2018,"
00:13:33:f5:91:89,1,"04/10/2018,"
c0:56:27:90:c5:57,1,"04/10/2018,"
6c:27:79:b5:5b:9a,1,"04/10/2018,"
00:02:6f:a8:9d:ec,1,"04/10/2018,"
48:f8:b3:d6:8b:b6,1,"04/10/2018,"
e0:8e:3c:21:f6:a7,2,"04/10/2018,"
70:5a:9e:41:1f:16,1,"04/10/2018,"
94:a7:b7:26:6c:32,1,"04/10/2018,"
94:a7:b7:26:48:d0,1,"04/10/2018,"
a0:f3:c1:fb:66:dc,2,"04/10/2018,"
5c:54:6d:43:96:90,1,"04/10/2018,"
74:cc:39:97:d6:a0,1,"04/10/2018,"
14:ab:f0:4b:a6:40,1,"04/10/2018,"
18:a3:e8:1e:a2:10,1,"04/10/2018,"
cc:06:77:5f:6d:20,1,"04/10/2018,"
10:bf:48:b2:90:9c,1,"04/10/2018,"
48:00:33:62:34:51,1,"04/10/2018,"
14:b7:f8:0b:44:97,1,"04/10/2018,"
""
Box no.,Total APs
32,40
MAC,Persistence,Dates Seen
88:41:fc:d2:3d:14,1,"04/10/2018,"
00:23:69:4f:cb:05,1,"04/10/2018,"
00:13:33:f0:77:01,3,"04/10/2018,"
6c:b0:ce:20:7b:98,1,"04/10/2018,"
94:87:7c:b6:ce:e0,1,"04/10/2018,"
74:cc:39:ba:a8:f0,2,"04/10/2018,"
cc:50:0a:5f:eb:00,2,"04/10/2018,"
74:cc:39:c9:c6:60,3,"04/10/2018,"
5c:6a:80:19:ea:c2,3,"04/10/2018,"
74:cc:39:bb:51:38,2,"04/10/2018,"
b8:3a:08:5b:21:b1,1,"04/10/2018,"
c0:56:27:90:c5:57,2,"04/10/2018,"
74:cc:39:ca:d0:78,1,"04/10/2018,"
88:41:fc:d2:3c:60,3,"04/10/2018,"
e0:8e:3c:21:f6:a7,2,"04/10/2018,"
00:13:33:f5:91:89,2,"04/10/2018,"
cc:06:77:5f:6d:20,3,"04/10/2018,"
88:d2:74:86:d2:0f,1,"04/10/2018,"
90:61:0c:35:67:e3,1,"04/10/2018,"
ec:08:6b:82:b5:3e,1,"04/10/2018,"
ec:1a:59:b4:42:18,1,"04/10/2018,"
ee:1a:59:b4:42:19,1,"04/10/2018,"
00:13:33:ef:df:94,1,"04/10/2018,"
50:c7:bf:34:32:cc,1,"04/10/2018,"
74:cc:39:97:d6:a0,1,"04/10/2018,"
00:13:33:ff:6d:7b,1,"04/10/2018,"
10:bf:48:b2:90:9c,1,"04/10/2018,"
48:fd:8e:b8:e5:bc,1,"04/10/2018,"
88:d2:74:86:bf:9c,1,"04/10/2018,"
5c:54:6d:43:96:90,1,"04/10/2018,"
00:23:cd:c6:1d:74,1,"04/10/2018,"
60:5b:b4:52:a2:09,1,"04/10/2018,"
74:cc:39:bb:51:60,1,"04/10/2018,"
b6:4e:26:4c:12:53,1,"04/10/2018,"
ba:4e:26:4c:12:53,1,"04/10/2018,"
b0:4e:26:4c:12:53,2,"04/10/2018,"
50:09:59:85:b9:51,1,"04/10/2018,"
8c:68:c8:c0:0f:ae,1,"04/10/2018,"
14:b7:f8:0b:b5:ff,2,"04/10/2018,"
bc:c0:0f:7b:a9:28,1,"04/10/2018,"
""
Box no.,Total APs
33,41
MAC,Persistence,Dates Seen
5c:6a:80:1a:25:c6,2,"04/03/2018, 04/05/2018,"
8c:68:c8:c0:0f:ae,1,"04/03/2018,"
cc:06:77:6f:30:40,1,"04/03/2018,"
cc:06:77:60:3e:98,1,"04/03/2018,"
cc:06:77:e1:1f:90,1,"04/03/2018,"
88:d2:74:86:c0:a5,1,"04/03/2018,"
9c:6f:52:34:ff:b6,1,"04/03/2018,"
9c:6f:52:34:ff:b7,1,"04/03/2018,"
94:46:96:18:f4:c9,1,"04/03/2018,"
e0:8e:3c:21:d1:67,1,"04/03/2018,"
9c:6f:52:34:ff:b9,1,"04/03/2018,"
ac:86:74:4a:09:52,1,"04/03/2018,"
ac:86:74:4a:09:53,1,"04/03/2018,"
bc:c0:0f:7b:c2:08,1,"04/03/2018,"
74:cc:39:bb:7e:50,1,"04/03/2018,"
dc:09:4c:14:29:cf,1,"04/03/2018,"
ac:f9:70:ec:2d:e0,1,"04/03/2018,"
f0:98:38:f9:14:28,1,"04/03/2018,"
f4:e3:fb:de:fb:cd,1,"04/03/2018,"
00:13:33:e1:c9:15,1,"04/05/2018,"
cc:1a:fa:97:cf:b8,1,"04/05/2018,"
62:fe:1e:c1:98:0c,1,"04/05/2018,"
32:07:4d:7d:86:71,1,"04/05/2018,"
00:13:33:dc:91:af,1,"04/05/2018,"
e0:8e:3c:21:45:ff,1,"04/05/2018,"
c0:56:27:90:c5:57,1,"04/05/2018,"
70:5a:9e:92:6f:f4,1,"04/05/2018,"
88:41:fc:d2:3c:60,1,"04/10/2018,"
cc:06:77:5f:6d:20,1,"04/10/2018,"
50:c7:bf:34:32:cc,1,"04/10/2018,"
90:61:0c:35:67:e3,1,"04/10/2018,"
ec:1a:59:b4:42:18,1,"04/10/2018,"
ee:1a:59:b4:42:19,1,"04/10/2018,"
74:cc:39:ca:d0:78,1,"04/10/2018,"
cc:06:77:61:f6:08,1,"04/10/2018,"
9c:2a:70:2b:15:7d,1,"04/10/2018,"
88:d2:74:86:c5:20,1,"04/10/2018,"
74:cc:39:c9:c6:60,1,"04/10/2018,"
00:13:33:f0:77:01,1,"04/10/2018,"
b8:3a:08:5b:21:b1,1,"04/10/2018,"
5c:6a:80:19:ea:c2,1,"04/10/2018,"
""
Box no.,Total APs
34,132
MAC,Persistence,Dates Seen
c0:56:27:a9:cf:1d,6,"03/14/2018, 03/22/2018, 04/03/2018, 04/05/2018,"
8c:4c:ad:01:5d:10,1,"03/14/2018,"
cc:06:77:6f:30:40,11,"03/14/2018, 03/22/2018, 04/02/2018, 04/03/2018, 04/05/2018,"
ac:86:74:4a:09:53,8,"03/14/2018, 04/03/2018, 04/05/2018,"
ac:86:74:4a:09:52,8,"03/14/2018, 03/22/2018, 04/03/2018, 04/05/2018,"
dc:09:4c:14:29:cf,8,"03/14/2018, 03/22/2018, 04/02/2018, 04/03/2018, 04/05/2018,"
bc:c0:0f:cb:0d:88,6,"03/14/2018, 03/22/2018, 04/03/2018, 04/05/2018,"
ac:f9:70:ec:2d:e0,11,"03/14/2018, 03/22/2018, 04/02/2018, 04/03/2018, 04/05/2018,"
00:13:33:dc:91:af,11,"03/14/2018, 03/22/2018, 04/02/2018, 04/03/2018, 04/05/2018,"
b6:4e:26:4c:0e:e3,7,"03/14/2018, 03/22/2018, 04/02/2018, 04/03/2018, 04/05/2018,"
b6:4e:26:4c:12:53,7,"03/14/2018, 03/22/2018, 04/02/2018, 04/03/2018, 04/05/2018,"
ba:4e:26:4c:0e:e3,6,"03/14/2018, 03/22/2018, 04/03/2018, 04/05/2018,"
b0:4e:26:4c:0e:e3,6,"03/14/2018, 03/22/2018, 04/03/2018, 04/05/2018,"
ba:4e:26:4c:0f:dd,5,"03/14/2018, 03/22/2018, 04/03/2018, 04/05/2018,"
ba:4e:26:4c:12:53,5,"03/14/2018, 04/03/2018, 04/05/2018,"
b0:4e:26:4c:12:53,8,"03/14/2018, 03/22/2018, 04/02/2018, 04/03/2018, 04/05/2018,"
88:d2:74:86:d2:0f,5,"03/14/2018, 03/22/2018, 04/03/2018,"
20:25:64:c6:89:a5,5,"03/14/2018, 03/22/2018, 04/03/2018, 04/05/2018,"
e0:8e:3c:21:45:ff,6,"03/14/2018, 03/22/2018, 04/02/2018, 04/03/2018, 04/05/2018,"
c0:56:27:90:c5:57,6,"03/14/2018, 03/22/2018, 04/03/2018, 04/05/2018,"
6c:27:79:b5:5b:9a,1,"03/14/2018,"
00:13:33:fb:45:3b,1,"03/14/2018,"
84:16:f9:ed:7d:f4,6,"03/14/2018, 03/22/2018, 04/03/2018, 04/05/2018,"
cc:06:77:e1:1f:90,7,"03/14/2018, 03/22/2018, 04/03/2018, 04/05/2018,"
00:13:33:fb:45:3d,3,"03/14/2018, 04/05/2018,"
00:13:33:fb:45:39,5,"03/14/2018, 03/22/2018, 04/03/2018, 04/05/2018,"
00:13:33:fb:45:3a,5,"03/14/2018, 03/22/2018, 04/03/2018, 04/05/2018,"
74:cc:39:bb:51:60,5,"03/14/2018, 03/22/2018, 04/03/2018, 04/05/2018,"
