Total No. of APs,1365
Box no.,Total APs
0,121
MAC,Persistence,Dates Seen
c8:b5:ad:d2:19:41,1,"03/14/2018,"
c8:b5:ad:d2:19:40,1,"03/14/2018,"
18:60:24:0b:31:8b,1,"03/14/2018,"
18:60:24:0b:31:da,2,"03/14/2018, 04/03/2018,"
b0:e1:7e:9d:f1:09,1,"03/14/2018,"
90:61:0c:3a:82:73,1,"03/14/2018,"
00:0b:86:f2:fa:a1,2,"03/14/2018, 04/03/2018,"
9c:6f:52:35:18:64,1,"03/14/2018,"
f2:9f:c2:81:4a:9b,1,"03/14/2018,"
90:f6:52:32:6f:64,1,"03/14/2018,"
00:0b:86:f2:fb:00,2,"03/14/2018, 04/03/2018,"
00:0b:86:f2:fb:01,2,"03/14/2018, 04/03/2018,"
00:0b:86:f2:fb:02,2,"03/14/2018, 04/03/2018,"
00:0b:86:f2:fa:a0,2,"03/14/2018, 04/03/2018,"
00:0b:86:f2:fa:a2,2,"03/14/2018, 04/03/2018,"
c8:b5:ad:d2:1a:60,2,"03/14/2018, 04/03/2018,"
c8:b5:ad:d2:1a:61,2,"03/14/2018, 04/03/2018,"
48:00:33:f3:27:29,1,"03/14/2018,"
48:f8:b3:e0:c4:6b,1,"03/14/2018,"
18:a6:f7:76:32:a6,3,"03/14/2018, 04/03/2018, 04/05/2018,"
94:46:96:1f:ef:be,1,"03/14/2018,"
38:d8:2f:2b:d8:7c,1,"03/14/2018,"
88:3f:d3:06:67:e8,1,"04/03/2018,"
58:7f:66:37:1e:6e,1,"04/03/2018,"
fc:3f:db:e3:91:88,1,"04/03/2018,"
f4:cf:e2:32:db:02,2,"04/03/2018, 04/05/2018,"
f4:cf:e2:32:db:01,2,"04/03/2018, 04/05/2018,"
e6:8d:8c:82:4a:26,1,"04/03/2018,"
2a:a0:2b:b3:db:f7,1,"04/03/2018,"
02:9f:c2:3d:d6:40,1,"04/03/2018,"
f0:9f:c2:3d:d6:40,1,"04/03/2018,"
f4:cf:e2:32:db:00,2,"04/03/2018, 04/05/2018,"
e4:8d:8c:5a:8b:3b,2,"04/03/2018, 04/05/2018,"
e4:8d:8c:5a:8d:b7,2,"04/03/2018, 04/05/2018,"
e6:8d:8c:5a:8d:b7,2,"04/03/2018, 04/05/2018,"
e6:8d:8c:5a:8d:b8,2,"04/03/2018, 04/05/2018,"
10:7b:44:55:ce:a0,1,"04/03/2018,"
88:3f:d3:06:6e:c0,2,"04/03/2018, 04/05/2018,"
e6:8d:8c:5a:8b:3b,2,"04/03/2018, 04/05/2018,"
e6:8d:8c:5a:8b:3c,2,"04/03/2018, 04/05/2018,"
e6:8d:8c:5a:8d:b9,1,"04/03/2018,"
e6:8d:8c:5a:8b:3e,2,"04/03/2018, 04/05/2018,"
e4:8d:8c:ae:62:a2,2,"04/03/2018, 04/05/2018,"
e6:8d:8c:5a:8b:3d,2,"04/03/2018, 04/05/2018,"
e6:8d:8c:ae:62:a2,2,"04/03/2018, 04/05/2018,"
dc:ee:06:82:96:b5,1,"04/03/2018,"
b0:c1:9e:4d:62:8f,1,"04/03/2018,"
f0:98:38:9f:a6:e4,1,"04/03/2018,"
f2:c5:f3:4f:d6:d6,1,"04/03/2018,"
32:63:6b:8d:08:2c,1,"04/03/2018,"
d0:7a:b5:d4:2b:b9,1,"04/03/2018,"
cc:06:77:21:02:b0,1,"04/03/2018,"
ae:5f:3e:fd:79:f4,2,"04/03/2018, 04/05/2018,"
32:07:4d:11:39:e6,1,"04/03/2018,"
8c:25:05:c9:4a:f5,1,"04/05/2018,"
e6:8d:8c:ae:62:a4,1,"04/05/2018,"
e6:8d:8c:ae:62:a5,1,"04/05/2018,"
e6:8d:8c:ae:62:a3,1,"04/05/2018,"
e4:8d:8c:82:4a:23,1,"04/05/2018,"
e4:8d:8c:8c:85:29,1,"04/05/2018,"
""
Box no.,Total APs
81,0
MAC,Persistence,Dates Seen
""
Box no.,Total APs
82,46
MAC,Persistence,Dates Seen
bc:c0:0f:20:19:50,3,"03/14/2018, 03/22/2018, 04/05/2018,"
f0:98:38:07:d8:3c,2,"03/14/2018, 04/05/2018,"
48:7b:6b:f0:6f:a8,3,"03/14/2018, 03/22/2018, 04/05/2018,"
74:cc:39:c9:fc:d0,1,"03/14/2018,"
bc:c0:0f:1f:40:28,3,"03/14/2018, 03/22/2018, 04/05/2018,"
80:29:94:68:28:e5,2,"03/14/2018, 04/05/2018,"
1c:74:0d:19:23:80,2,"03/14/2018, 03/22/2018,"
fa:8f:ca:6d:d6:8d,1,"03/14/2018,"
b0:4e:26:02:99:ac,1,"03/14/2018,"
78:c1:a7:00:4a:18,2,"03/14/2018, 04/05/2018,"
50:09:59:85:ba:11,2,"03/14/2018, 04/05/2018,"
84:16:f9:ac:69:97,2,"03/14/2018, 04/05/2018,"
80:29:94:67:ed:c9,1,"03/14/2018,"
f0:98:38:07:7d:30,1,"03/14/2018,"
28:56:5a:53:d3:3d,1,"03/14/2018,"
5c:6a:80:25:8f:40,1,"03/14/2018,"
78:c1:a7:04:20:54,2,"03/14/2018, 03/22/2018,"
0a:05:81:f0:f2:80,1,"03/14/2018,"
5a:8b:f3:70:34:88,3,"03/14/2018, 03/22/2018, 04/05/2018,"
20:aa:4b:51:cb:37,1,"03/14/2018,"
bc:c0:0f:20:02:f0,1,"03/22/2018,"
88:d2:74:86:cc:39,2,"03/22/2018, 04/05/2018,"
36:69:87:2a:1a:4e,1,"03/22/2018,"
bc:c0:0f:7b:b8:f0,2,"03/22/2018, 04/05/2018,"
f0:98:38:07:dc:7c,2,"03/22/2018, 04/05/2018,"
bc:c0:0f:7b:a6:90,1,"03/22/2018,"
f0:8c:fb:81:bd:28,2,"03/22/2018, 04/05/2018,"
00:22:75:23:a6:90,1,"03/22/2018,"
90:61:0c:2e:a8:06,2,"03/22/2018, 04/05/2018,"
bc:c0:0f:81:0e:50,2,"03/22/2018, 04/05/2018,"
94:10:3e:0c:36:07,1,"03/22/2018,"
f0:98:38:f9:56:18,1,"03/22/2018,"
00:1f:fb:c5:d5:75,1,"04/05/2018,"
f0:98:38:9f:b5:5c,1,"04/05/2018,"
f2:98:38:9f:b5:5d,1,"04/05/2018,"
f2:98:38:9f:b5:5e,1,"04/05/2018,"
cc:a2:23:d7:95:cc,1,"04/05/2018,"
fa:8f:ca:38:64:ac,1,"04/05/2018,"
00:1f:fb:ac:69:59,1,"04/05/2018,"
f4:f2:6d:d7:dc:94,1,"04/05/2018,"
fc:8b:97:27:70:ac,1,"04/05/2018,"
50:09:59:83:b4:31,1,"04/05/2018,"
90:61:0c:3a:17:d3,1,"04/05/2018,"
00:26:75:ee:35:79,1,"04/05/2018,"
c8:93:46:48:64:0f,1,"04/05/2018,"
74:cc:39:ba:c4:e0,1,"04/05/2018,"
""
Box no.,Total APs
83,15
MAC,Persistence,Dates Seen
00:26:75:b7:80:99,1,"03/14/2018,"
88:d2:74:86:cc:39,1,"03/14/2018,"
f0:98:38:07:dc:7c,1,"03/14/2018,"
4c:81:20:92:da:a2,1,"03/14/2018,"
4c:81:20:97:46:38,1,"03/14/2018,"
f0:8c:fb:81:bd:28,1,"03/14/2018,"
00:1f:fb:c5:d5:75,1,"03/14/2018,"
f2:98:38:9f:b5:5e,1,"03/14/2018,"
34:ba:9a:50:79:69,1,"03/14/2018,"
bc:c0:0f:1f:40:28,1,"03/14/2018,"
bc:c0:0f:20:19:50,1,"03/14/2018,"
90:61:0c:16:ab:af,1,"04/05/2018,"
f4:f2:6d:d7:dc:94,1,"04/05/2018,"
bc:96:80:51:34:af,1,"04/05/2018,"
84:16:f9:ac:69:97,1,"04/05/2018,"
""
Box no.,Total APs
84,28
MAC,Persistence,Dates Seen
1c:74:0d:19:23:80,2,"03/14/2018, 04/03/2018,"
90:61:0c:16:ab:af,3,"03/14/2018, 04/03/2018, 04/05/2018,"
a0:f3:c1:c1:01:b4,1,"03/14/2018,"
08:86:3b:5f:8d:1e,2,"03/14/2018, 04/03/2018,"
90:61:0c:23:d2:4c,2,"03/14/2018, 04/03/2018,"
f4:f2:6d:d7:dc:94,1,"03/14/2018,"
ac:f9:70:ed:6b:c4,1,"04/03/2018,"
bc:c0:0f:7b:d4:e0,1,"04/03/2018,"
88:d2:74:86:cc:39,1,"04/03/2018,"
ac:f9:70:eb:d8:f4,1,"04/03/2018,"
4c:81:20:97:46:38,2,"04/03/2018, 04/05/2018,"
d0:04:92:01:8d:30,1,"04/03/2018,"
22:a9:0e:33:8f:b4,1,"04/03/2018,"
90:61:0c:0c:c7:c4,3,"04/03/2018, 04/05/2018,"
5a:c5:cb:32:c0:3b,1,"04/03/2018,"
54:c9:df:ff:7e:17,2,"04/03/2018, 04/05/2018,"
74:cc:39:c9:fc:d0,1,"04/03/2018,"
7c:c7:09:c6:75:2a,1,"04/03/2018,"
5c:f2:86:2b:65:40,1,"04/03/2018,"
72:77:81:7c:6d:8d,1,"04/03/2018,"
ac:f9:70:ec:85:00,2,"04/03/2018, 04/05/2018,"
00:08:9f:dd:75:cc,1,"04/05/2018,"
00:26:75:b7:80:99,1,"04/05/2018,"
08:86:3b:82:fc:4e,1,"04/05/2018,"
fa:8f:ca:38:64:ac,1,"04/05/2018,"
f0:98:38:07:d8:3c,1,"04/05/2018,"
bc:96:80:51:34:af,1,"04/05/2018,"
84:16:f9:ac:69:97,1,"04/05/2018,"
""
Box no.,Total APs
85,46
MAC,Persistence,Dates Seen
00:13:33:f5:cb:9a,4,"03/14/2018, 04/03/2018, 04/05/2018,"
4c:81:20:97:46:38,4,"03/14/2018, 04/03/2018, 04/05/2018,"
00:9a:cd:43:3b:ea,1,"03/14/2018,"
60:02:92:32:da:fb,2,"03/14/2018, 04/03/2018,"
00:08:9f:dd:75:cc,4,"03/14/2018, 04/03/2018, 04/05/2018,"
76:33:cb:79:76:9a,1,"03/14/2018,"
a0:f3:c1:c1:01:f2,1,"03/14/2018,"
70:9f:2d:a1:32:54,3,"03/14/2018, 04/05/2018,"
90:61:0c:0c:c7:c4,3,"03/14/2018, 04/03/2018, 04/05/2018,"
90:61:0c:16:ab:af,2,"04/03/2018, 04/05/2018,"
ac:f9:70:ec:85:00,2,"04/03/2018, 04/05/2018,"
b0:4e:26:02:99:ac,1,"04/03/2018,"
7a:4f:43:13:f0:9d,1,"04/03/2018,"
94:46:96:18:05:5f,2,"04/03/2018, 04/05/2018,"
02:16:6d:10:19:2f,1,"04/03/2018,"
78:c1:a7:01:f7:f4,3,"04/03/2018, 04/05/2018,"
90:61:0c:23:d2:4c,1,"04/03/2018,"
ac:f9:70:ed:6b:c4,1,"04/03/2018,"
88:d2:74:a9:ac:38,2,"04/03/2018, 04/05/2018,"
74:cc:39:ba:c4:e0,1,"04/03/2018,"
22:a9:0e:33:8f:b4,1,"04/03/2018,"
fa:34:41:91:0a:fa,1,"04/03/2018,"
00:22:6b:89:e5:0c,1,"04/03/2018,"
1c:74:0d:19:23:80,1,"04/03/2018,"
bc:c0:0f:cb:74:78,1,"04/03/2018,"
1c:7e:e5:89:6a:80,2,"04/03/2018, 04/05/2018,"
f0:98:38:a0:31:38,2,"04/03/2018, 04/05/2018,"
88:3f:d3:06:89:b8,2,"04/05/2018,"
e0:8e:3c:1c:29:3f,1,"04/05/2018,"
00:26:75:b7:80:99,1,"04/05/2018,"
00:24:01:ff:37:0a,1,"04/05/2018,"
70:5a:9e:83:fc:28,1,"04/05/2018,"
f2:9f:c2:3d:02:96,1,"04/05/2018,"
02:9f:c2:3d:02:96,1,"04/05/2018,"
08:86:3b:5f:8d:1e,1,"04/05/2018,"
88:d2:74:86:bf:9c,1,"04/05/2018,"
00:26:75:f5:db:60,1,"04/05/2018,"
20:aa:4b:33:b2:1e,2,"04/05/2018,"
20:aa:4b:33:b6:65,1,"04/05/2018,"
80:71:7a:10:f7:c3,1,"04/05/2018,"
a0:f3:c1:56:d7:da,1,"04/05/2018,"
60:e3:27:f0:47:f0,1,"04/05/2018,"
14:6b:9c:01:51:82,1,"04/05/2018,"
a0:f3:c1:c1:01:c4,1,"04/05/2018,"
18:a6:f7:76:32:a6,1,"04/05/2018,"
54:c9:df:ff:7e:17,1,"04/05/2018,"
""
Box no.,Total APs
86,64
MAC,Persistence,Dates Seen
74:cc:39:ca:5b:48,1,"03/14/2018,"
38:d8:2f:2b:9d:50,4,"03/14/2018, 04/03/2018, 04/05/2018,"
a0:f3:c1:c1:01:b4,1,"03/14/2018,"
e0:8e:3c:1c:29:3f,4,"03/14/2018, 04/03/2018, 04/05/2018,"
88:3f:d3:06:89:b8,4,"03/14/2018, 04/03/2018, 04/05/2018,"
70:5a:9e:83:fc:28,5,"03/14/2018, 04/03/2018, 04/05/2018,"
00:26:75:f5:db:60,3,"03/14/2018, 04/05/2018,"
6a:14:01:98:91:e6,1,"03/14/2018,"
00:24:01:ff:37:0a,4,"03/14/2018, 04/03/2018, 04/05/2018,"
98:e7:f4:7c:2a:9c,1,"03/14/2018,"
20:54:fa:4e:f4:b0,1,"03/14/2018,"
1c:7e:e5:89:6a:80,3,"03/14/2018, 04/03/2018, 04/05/2018,"
e0:8e:3c:1c:50:d3,2,"03/14/2018, 04/03/2018,"
20:aa:4b:33:b2:1e,4,"03/14/2018, 04/03/2018, 04/05/2018,"
78:c1:a7:01:f7:f4,5,"03/14/2018, 04/03/2018, 04/05/2018,"
70:5a:9e:83:fc:4c,1,"03/14/2018,"
bc:3d:85:ad:6f:c0,2,"03/14/2018, 04/05/2018,"
ac:f9:70:ec:85:00,4,"04/03/2018, 04/05/2018,"
90:61:0c:16:ab:af,2,"04/03/2018, 04/05/2018,"
c0:c1:c0:2b:da:09,1,"04/03/2018,"
b0:c1:9e:4d:62:8f,1,"04/03/2018,"
70:9f:2d:a1:32:54,4,"04/03/2018, 04/05/2018,"
50:09:59:84:fb:ed,3,"04/03/2018, 04/05/2018,"
b0:e1:7e:52:5e:02,1,"04/03/2018,"
88:d2:74:86:bf:9c,1,"04/03/2018,"
90:61:0c:41:12:55,1,"04/03/2018,"
34:ce:00:51:23:75,3,"04/03/2018, 04/05/2018,"
f2:9f:c2:d7:12:5b,3,"04/03/2018, 04/05/2018,"
5c:6a:80:19:ee:46,1,"04/03/2018,"
a0:f3:c1:c1:01:c4,2,"04/03/2018, 04/05/2018,"
00:08:9f:dd:75:cc,3,"04/03/2018, 04/05/2018,"
f0:98:38:07:e8:08,1,"04/03/2018,"
4c:81:20:97:46:38,2,"04/03/2018, 04/05/2018,"
00:13:33:f5:cb:9a,4,"04/03/2018, 04/05/2018,"
00:22:6b:89:e5:0c,3,"04/03/2018, 04/05/2018,"
d4:6e:0e:e4:2f:b4,1,"04/05/2018,"
58:70:c6:f3:45:ed,1,"04/05/2018,"
38:d5:47:0a:ed:98,2,"04/05/2018,"
56:d9:e7:fa:02:ea,1,"04/05/2018,"
46:d9:e7:fa:02:ea,1,"04/05/2018,"
bc:c0:0f:cb:74:78,2,"04/05/2018,"
58:70:c6:f4:dc:1f,1,"04/05/2018,"
f0:98:38:a0:31:38,2,"04/05/2018,"
e8:de:27:ca:7f:b2,1,"04/05/2018,"
2c:4d:54:1f:f6:c1,1,"04/05/2018,"
d0:b2:c4:2a:0a:2a,1,"04/05/2018,"
a0:f3:c1:c1:01:f2,3,"04/05/2018,"
72:77:81:a9:90:89,1,"04/05/2018,"
00:26:75:b7:80:99,1,"04/05/2018,"
ca:d7:19:34:e6:10,1,"04/05/2018,"
c8:d7:19:34:e6:1e,2,"04/05/2018,"
20:aa:4b:33:b6:65,1,"04/05/2018,"
a0:f3:c1:56:d7:da,2,"04/05/2018,"
18:a6:f7:76:32:a6,1,"04/05/2018,"
14:91:82:bb:20:74,1,"04/05/2018,"
88:3f:d3:2c:1f:40,1,"04/05/2018,"
00:13:33:d3:4c:f8,1,"04/05/2018,"
14:6b:9c:01:51:82,1,"04/05/2018,"
80:71:7a:10:f7:c3,1,"04/05/2018,"
02:9f:c2:d7:12:5b,1,"04/05/2018,"
f2:9f:c2:81:4a:9b,1,"04/05/2018,"
f0:9f:c2:d7:12:5b,1,"04/05/2018,"
88:d2:74:a9:ac:38,1,"04/05/2018,"
60:e3:27:f0:47:f0,1,"04/05/2018,"
""
Box no.,Total APs
87,59
MAC,Persistence,Dates Seen
f0:98:38:a0:31:38,4,"03/14/2018, 04/03/2018, 04/05/2018,"
00:13:33:f5:cb:9a,3,"03/14/2018, 04/03/2018, 04/05/2018,"
00:26:75:ab:9a:c2,2,"03/14/2018, 04/05/2018,"
00:08:9f:dd:75:cc,4,"03/14/2018, 04/03/2018, 04/05/2018,"
ac:f9:70:ec:81:38,2,"03/14/2018, 04/05/2018,"
58:70:c6:f3:45:ed,2,"03/14/2018, 04/05/2018,"
fc:b4:e6:a9:20:c1,4,"03/14/2018, 04/03/2018, 04/05/2018,"
38:d5:47:0a:ed:98,4,"03/14/2018, 04/03/2018, 04/05/2018,"
5c:6a:80:19:ee:46,2,"03/14/2018, 04/05/2018,"
00:22:6b:89:e5:0c,3,"03/14/2018, 04/03/2018, 04/05/2018,"
74:cc:39:ca:5b:48,1,"03/14/2018,"
bc:c0:0f:cb:74:78,2,"03/14/2018, 04/05/2018,"
38:d8:2f:2b:9d:50,2,"04/03/2018, 04/05/2018,"
dc:09:4c:59:4a:c9,2,"04/03/2018, 04/05/2018,"
f0:98:38:07:e8:08,2,"04/03/2018, 04/05/2018,"
56:d9:e7:fa:02:ea,3,"04/03/2018, 04/05/2018,"
44:d9:e7:fa:02:ea,3,"04/03/2018, 04/05/2018,"
fa:34:41:91:0a:fa,1,"04/03/2018,"
46:d9:e7:fa:02:ea,3,"04/03/2018, 04/05/2018,"
70:4f:57:de:c1:5e,3,"04/03/2018, 04/05/2018,"
ec:8a:4c:94:6f:89,1,"04/03/2018,"
a0:f3:c1:c1:01:dc,3,"04/03/2018, 04/05/2018,"
36:69:87:f8:37:88,1,"04/03/2018,"
c8:d7:19:e4:e4:f5,2,"04/03/2018, 04/05/2018,"
e0:8e:3c:1c:29:3f,1,"04/03/2018,"
4a:45:20:b0:e4:b5,1,"04/03/2018,"
78:c1:a7:01:f7:f4,1,"04/05/2018,"
50:09:59:84:fb:ed,1,"04/05/2018,"
70:9f:2d:a1:32:54,1,"04/05/2018,"
08:86:3b:5f:8d:1e,1,"04/05/2018,"
02:9f:c2:d7:12:5b,1,"04/05/2018,"
00:26:75:f5:db:60,1,"04/05/2018,"
08:86:3b:30:9d:d0,1,"04/05/2018,"
f0:9f:c2:d7:12:5b,1,"04/05/2018,"
20:aa:4b:33:b2:1e,1,"04/05/2018,"
f2:9f:c2:d7:12:5b,1,"04/05/2018,"
88:3f:d3:06:89:b8,1,"04/05/2018,"
a0:f3:c1:56:d7:da,1,"04/05/2018,"
4c:81:20:97:46:38,1,"04/05/2018,"
18:a6:f7:76:32:a6,1,"04/05/2018,"
58:70:c6:f4:dc:1f,1,"04/05/2018,"
ac:f9:70:ec:85:00,2,"04/05/2018,"
d0:b2:c4:2a:0a:2a,1,"04/05/2018,"
70:5a:9e:83:fc:28,2,"04/05/2018,"
d0:b2:c4:2a:14:9a,1,"04/05/2018,"
00:1f:fb:ab:f3:33,1,"04/05/2018,"
f0:9f:c2:3d:d6:36,1,"04/05/2018,"
f2:9f:c2:3d:d6:36,1,"04/05/2018,"
f2:9f:c2:81:4a:9b,1,"04/05/2018,"
02:9f:c2:3d:d6:36,1,"04/05/2018,"
a0:f3:c1:a4:4d:b6,1,"04/05/2018,"
00:26:75:b7:80:99,1,"04/05/2018,"
1c:7e:e5:89:6a:80,1,"04/05/2018,"
2c:4d:54:1f:f6:c0,1,"04/05/2018,"
2c:4d:54:1f:f6:c1,1,"04/05/2018,"
02:9f:c2:3d:02:96,1,"04/05/2018,"
f2:9f:c2:3d:02:96,1,"04/05/2018,"
94:46:96:16:11:b9,1,"04/05/2018,"
a0:f3:c1:c1:01:c4,1,"04/05/2018,"
""
Box no.,Total APs
88,61
MAC,Persistence,Dates Seen
a0:f3:c1:c1:01:b4,2,"03/14/2018, 04/03/2018,"
f4:cf:e2:1f:f0:02,2,"03/14/2018, 04/03/2018,"
02:9f:c2:3d:d7:00,1,"03/14/2018,"
f2:9f:c2:3d:d7:00,1,"03/14/2018,"
f4:cf:e2:1f:f0:00,2,"03/14/2018, 04/03/2018,"
f0:9f:c2:3d:d7:00,1,"03/14/2018,"
c8:b5:ad:d2:19:40,2,"03/14/2018, 04/05/2018,"
f4:cf:e2:1f:f0:01,2,"03/14/2018, 04/03/2018,"
18:60:24:0b:31:da,1,"03/14/2018,"
e0:8e:3c:21:e4:bf,1,"03/14/2018,"
00:26:75:ac:36:2b,3,"03/14/2018, 04/03/2018, 04/05/2018,"
f2:9f:c2:81:4a:9b,3,"03/14/2018, 04/03/2018, 04/05/2018,"
20:54:fa:4e:f4:b0,1,"03/14/2018,"
00:1f:fb:ab:f3:33,3,"03/14/2018, 04/03/2018, 04/05/2018,"
f0:98:38:07:e8:08,2,"03/14/2018, 04/05/2018,"
e0:8e:3c:1c:50:d3,2,"03/14/2018, 04/03/2018,"
50:09:59:85:97:b5,1,"03/14/2018,"
78:c1:a7:01:f7:f4,1,"03/14/2018,"
ac:f9:70:ec:81:38,1,"03/14/2018,"
00:26:75:ab:9a:c2,1,"03/14/2018,"
00:13:33:f5:cb:9a,1,"03/14/2018,"
36:69:87:f8:37:88,1,"04/03/2018,"
4a:45:20:b0:e4:b5,1,"04/03/2018,"
e0:8e:3c:1c:29:3f,1,"04/03/2018,"
ac:f9:70:ec:85:00,1,"04/03/2018,"
c8:d7:19:e4:e4:f5,1,"04/03/2018,"
d0:b2:c4:2a:14:9a,1,"04/03/2018,"
92:2a:a8:d7:54:13,1,"04/03/2018,"
70:5a:9e:83:fc:28,1,"04/03/2018,"
02:9f:c2:3d:02:96,1,"04/03/2018,"
f2:9f:c2:3d:02:96,1,"04/03/2018,"
b0:c1:9e:4d:62:8f,1,"04/03/2018,"
f0:9f:c2:3d:02:96,1,"04/03/2018,"
82:2a:a8:d7:54:13,1,"04/03/2018,"
f0:9f:c2:3d:d6:36,2,"04/03/2018, 04/05/2018,"
90:61:0c:3a:82:73,1,"04/03/2018,"
f0:9f:c2:d7:12:5b,2,"04/03/2018, 04/05/2018,"
08:86:3b:30:9d:d0,2,"04/03/2018, 04/05/2018,"
74:a0:2f:a6:f0:d0,2,"04/03/2018, 04/05/2018,"
02:9f:c2:d7:12:5b,2,"04/03/2018, 04/05/2018,"
f2:9f:c2:3d:d6:36,2,"04/03/2018, 04/05/2018,"
9c:6f:52:35:18:64,2,"04/03/2018, 04/05/2018,"
f2:9f:c2:d7:12:5b,1,"04/05/2018,"
02:9f:c2:3d:d6:36,1,"04/05/2018,"
a0:f3:c1:56:d7:da,1,"04/05/2018,"
80:71:7a:10:f7:c3,1,"04/05/2018,"
74:a0:2f:a6:f0:d2,1,"04/05/2018,"
38:d8:2f:2b:d8:7c,1,"04/05/2018,"
46:d9:e7:fa:59:22,1,"04/05/2018,"
c8:b5:ad:d2:19:41,1,"04/05/2018,"
e0:8e:3c:22:2c:57,1,"04/05/2018,"
80:2a:a8:d7:54:e2,1,"04/05/2018,"
00:0a:79:82:c3:06,1,"04/05/2018,"
00:1f:fb:a4:65:2d,1,"04/05/2018,"
a0:f3:c1:c1:01:c4,1,"04/05/2018,"
18:a6:f7:76:32:a6,1,"04/05/2018,"
38:d5:47:0a:ed:98,1,"04/05/2018,"
00:08:9f:dd:75:cc,1,"04/05/2018,"
44:d9:e7:fa:02:ea,1,"04/05/2018,"
56:d9:e7:fa:02:ea,1,"04/05/2018,"
46:d9:e7:fa:02:ea,1,"04/05/2018,"
""
Box no.,Total APs
89,71
MAC,Persistence,Dates Seen
18:a6:f7:76:32:a6,3,"03/14/2018, 04/03/2018,"
38:d8:2f:2b:d8:7c,2,"03/14/2018, 04/03/2018,"
e6:8d:8c:ae:62:a5,1,"03/14/2018,"
e4:8d:8c:ae:62:a2,1,"03/14/2018,"
06:d6:aa:34:a6:9a,1,"03/14/2018,"
a0:f3:c1:c1:01:f2,3,"03/14/2018, 04/03/2018, 04/05/2018,"
e6:8d:8c:ae:62:a2,1,"03/14/2018,"
10:7b:44:55:ce:a0,3,"03/14/2018, 04/03/2018,"
f0:9f:c2:3d:d6:40,2,"03/14/2018, 04/03/2018,"
44:d9:e7:fa:02:ea,1,"03/14/2018,"
02:9f:c2:3d:d6:40,3,"03/14/2018, 04/03/2018,"
f2:9f:c2:3d:d6:40,3,"03/14/2018, 04/03/2018,"
46:d9:e7:fa:02:ea,1,"03/14/2018,"
08:86:3b:30:9d:d0,3,"03/14/2018, 04/03/2018,"
a0:f3:c1:c1:01:b4,3,"03/14/2018, 04/03/2018, 04/05/2018,"
26:c6:3b:a1:aa:c7,2,"04/03/2018,"
02:9f:c2:3d:d6:36,2,"04/03/2018,"
18:60:24:0b:31:8b,3,"04/03/2018, 04/05/2018,"
f0:9f:c2:d7:12:5b,1,"04/03/2018,"
e0:8e:3c:1c:50:d3,1,"04/03/2018,"
c8:b5:ad:d2:19:40,1,"04/03/2018,"
c8:b5:ad:d2:19:41,1,"04/03/2018,"
00:1f:fb:ab:f3:33,1,"04/03/2018,"
02:9f:c2:d7:12:5b,2,"04/03/2018,"
9c:6f:52:35:18:64,2,"04/03/2018,"
f2:9f:c2:81:4a:9b,2,"04/03/2018,"
f2:9f:c2:d7:12:5b,2,"04/03/2018,"
f0:9f:c2:3d:d6:36,2,"04/03/2018,"
90:61:0c:3a:82:73,2,"04/03/2018,"
f2:9f:c2:3d:d6:36,2,"04/03/2018,"
b0:e1:7e:52:5e:02,2,"04/03/2018,"
a0:f3:c1:56:d7:da,2,"04/03/2018,"
a0:f3:c1:c1:01:c4,2,"04/03/2018,"
f4:f2:6d:8f:cb:ac,1,"04/03/2018,"
fc:3f:db:e3:91:88,2,"04/03/2018,"
a0:f3:c1:c1:01:dc,3,"04/03/2018, 04/05/2018,"
cc:06:77:76:28:88,1,"04/03/2018,"
b0:55:08:25:2b:89,1,"04/03/2018,"
88:3f:d3:06:28:08,1,"04/03/2018,"
70:4f:57:de:c1:5e,1,"04/03/2018,"
ac:f9:70:ec:85:00,1,"04/03/2018,"
b0:c1:9e:4d:62:8f,1,"04/03/2018,"
32:63:6b:8d:08:2c,1,"04/03/2018,"
36:69:87:f8:37:88,1,"04/03/2018,"
9c:de:d0:b1:b5:86,2,"04/03/2018, 04/05/2018,"
00:0b:86:f2:fa:a0,2,"04/03/2018, 04/05/2018,"
e0:8e:3c:1c:29:3f,1,"04/03/2018,"
ac:f9:70:ec:81:38,1,"04/03/2018,"
f4:cf:e2:1f:f0:02,2,"04/03/2018, 04/05/2018,"
f4:cf:e2:1f:f0:00,2,"04/03/2018, 04/05/2018,"
f4:cf:e2:1f:f0:01,2,"04/03/2018, 04/05/2018,"
00:0b:86:f2:fb:01,2,"04/03/2018, 04/05/2018,"
18:60:24:0b:31:da,2,"04/03/2018, 04/05/2018,"
00:0b:86:f2:fb:00,2,"04/03/2018, 04/05/2018,"
00:0b:86:f2:fb:02,2,"04/03/2018, 04/05/2018,"
32:07:4d:11:39:e6,1,"04/03/2018,"
02:9f:c2:3d:02:96,2,"04/03/2018, 04/05/2018,"
f0:9f:c2:3d:02:96,1,"04/03/2018,"
f2:9f:c2:3d:02:96,2,"04/03/2018, 04/05/2018,"
c8:d7:19:e4:e4:f5,1,"04/03/2018,"
00:26:75:ac:36:2b,2,"04/03/2018, 04/05/2018,"
90:97:f3:99:61:18,1,"04/03/2018,"
8a:d5:0c:d4:18:f9,1,"04/03/2018,"
88:3f:d3:06:67:e8,1,"04/03/2018,"
98:de:d0:b1:b5:86,1,"04/05/2018,"
c4:ff:1f:57:8c:b4,1,"04/05/2018,"
